Metabolite	Common_metabolite_name	KEGG_ID	HMDB_ID	SMILES_metabolite
Diadenosine triphosphate	Diadenosine triphosphate	C06197	HMDB01155	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1
NADP	NADP	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
"2,5-Dihydroxybenzaldehyde"	Gentisate aldehyde	C05585	HMDB04062	OC1=CC(C=O)=C(O)C=C1
4-Hydroxybenzoic acid	4-Hydroxybenzoic acid	C00156	HMDB00500	OC(=O)C1=CC=C(O)C=C1
"Adenosine 3,5-diphosphate"	"Adenosine 3',5'-diphosphate"	C00054	HMDB00061	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
Nicotinamide hypoxanthine dinucleotide	NHD	C04423		c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4[nH]cnc5=O)O)O)O)O)C(=O)N
Guanosine	Guanosine	C00387	HMDB00133	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
D-Glucosamine 6-phosphate	Glucosamine 6-phosphate	C00352	HMDB01254	N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
Isobutyrylglycine	Isobutyrylglycine		HMDB00730	CC(C)C(=O)NCC(O)=O
3-Hydroxy-3-methylglutaric acid	3-Hydroxymethylglutaric acid	C03761	HMDB00355	CC(O)(CC(O)=O)CC(O)=O
Hydroxypyruvate	Hydroxypyruvic acid	C00168	HMDB01352	OCC(=O)C(O)=O
CDP-Glycerol	CDP-glycerol	C00513	HMDB59599	OCC(O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=N)N=C1O
dUTP	Deoxyuridine triphosphate	 C00460	HMDB01191	O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Folic acid	Folic acid	C00504	HMDB00121	NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
Cysteamine	Cysteamine	C01678	HMDB02991	NCCS
Uridine 5-diphosphate	Uridine 5'-diphosphate	C00015	HMDB00295	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Uridine 5-triphosphate	Uridine triphosphate	C00075	HMDB00285	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
L-Saccharopine	Saccharopine	C00449	HMDB00279	N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O
Xanthosine 5-monophosphate	Xanthylic acid	C00655	HMDB01554	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1NC(=O)NC2=O
N-Acetyl-Asp-Glu	N-Acetylaspartylglutamic acid	C12270	HMDB01067	CC(=O)NC(CC(O)=O)C(=O)NC(CCC(O)=O)C(O)=O
N-Acetylmuramic acid	N-Acetylmuramate	C02713	HMDB60493	C[C@@H](O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1N=C(C)O)C(O)=O
N-Acetylneuraminic acid	N-Acetylneuraminic acid	C00270	HMDB00230	CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O
Guanosine diphosphate mannose	Guanosine diphosphate mannose	C00096	HMDB01163	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C(=O)N1
Succinyl coenzyme A	Succinyl-CoA	C00091	HMDB01022	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
4-Pyridoxic acid	4-Pyridoxic acid	C00847	HMDB00017	CC1=NC=C(CO)C(C(O)=O)=C1O
"2,5-Dihydroxybenzoic acid"	Gentisic acid	C00628	HMDB00152	OC(=O)C1=CC(O)=CC=C1O
"4,6-Dioxoheptanoic acid"	Succinylacetone		HMDB00635	CC(=O)CC(=O)CCC(O)=O
Putrescine	Putrescine	C00134	HMDB01414	NCCCCN
Thymine	Thymine	C00178	HMDB00262	CC1=CNC(=O)NC1=O
D-Arabinonic acid	Arabinonic acid	C00878	HMDB00539	OC[C@@H](O)[C@@H](O)[C@H](O)C(O)=O
Benzoate	Benzoic acid	C00180	HMDB01870	OC(=O)C1=CC=CC=C1
a-Methylbutyrylglycine	2-Methylbutyrylglycine		HMDB00339	CCC(C)C(=O)NCC(O)=O
N-Isovalerylglycine	Isovalerylglycine		HMDB00678	CC(C)CC(=O)NCC(O)=O
4-Hydroxyphenylpyruvic acid	4-Hydroxyphenylpyruvic acid	C01179	HMDB00707	OC(=O)C(=O)CC1=CC=C(O)C=C1
Uridine 5-diphosphate	Uridine 5'-diphosphate	C00015	HMDB00295	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Phosphatidic Acid	Phosphatidic acid	C00350		O=P(O)(OC[C@H](OC(=O)CCCCC)COC(=O)CCCCC)O
Riboflavin 5-monophosphate	Flavin Mononucleotide	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
Guanosine 5-diphosphate	Guanosine diphosphate	C00035	HMDB01201	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Phosphocholine	Phosphorylcholine	C00588	HMDB01565	C[N+](C)(C)CCOP(O)(O)=O
dUTP	Deoxyuridine triphosphate	 C00460	HMDB01191	O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
L-Dihydroorotic acid	"4,5-Dihydroorotic acid"	C00337	HMDB00528	OC(=O)C1CC(=O)NC(=O)N1
N-Acetyl-D-glucosamine 1-phosphate	N-Acetyl-glucosamine 1-phosphate	 C04501	HMDB01367	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP(O)(O)=O
Indole-3-pyruvic acid	Indolepyruvate	C00331	HMDB60484	OC(=O)C(=O)CC1=CNC2=CC=CC=C12
Cytidine 5-triphosphate	Cytidine triphosphate	C00063	HMDB00082	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
D-Aspartate	D-Aspartic acid	C00402	HMDB06483	N[C@H](CC(O)=O)C(O)=O
L-Aspartate	L-Aspartic acid	C00049	HMDB00191	N[C@@H](CC(O)=O)C(O)=O
Deoxycytidine triphosphate	dCTP	C00458	HMDB00998	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
6-Phosphogluconic acid	6-Phosphogluconic acid	 C00345	HMDB01316	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
Thiamine monophosphate	Thiamine monophosphate	C01081	HMDB02666	CC1=C(CCOP(O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N
D-Fructose 6-phosphate	Fructose 6-phosphate	C00085	HMDB00124	OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
D-Galactose 1-phosphate	Galactose 1-phosphate	 C00446	HMDB00645	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
D-Glucose 1-phosphate	Glucose 1-phosphate	C00103	HMDB01586	OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
D-Glucose 6-phosphate	Glucose 6-phosphate	C00668	HMDB01401	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O
D-Mannose 6-phosphate	Mannose 6-phosphate	C00275	HMDB01078	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O
Mannose 1-phosphate	D-Mannose 1-phosphate	C00636	HMDB06330	OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
"2,3-Diphospho-D-glyceric acid"	"2,3-Diphosphoglyceric acid"	C01159	HMDB01294	OC(=O)[C@@H](COP(O)(O)=O)OP(O)(O)=O
NADPH	NADPH	C00005	HMDB00221	NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O
Orotidine 5-monophosphate	Orotidylic acid	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
Deoxyadenosine monophosphate	Deoxyadenosine monophosphate	C00360	HMDB00905	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
Deoxyguanylate	2'-Deoxyguanosine 5'-monophosphate	C00362	HMDB01044	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1
NADP	NADP	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
Inosine	Inosine	C00294	HMDB00195	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O
5-Phospho-D-ribose 1-diphosphate	Phosphoribosyl pyrophosphate	C00119	HMDB00280	O[C@H]1[C@@H](O)[C@@H](OP(O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O
"D-Fructose 1,6-bisphosphate"	"beta-D-Fructose 1,6-bisphosphate"	C05378	HMDB60444	O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O
"D-Glucose 1,6-bisphosphate"	"Alpha-D-Glucose 1,6-bisphosphate"	C01231	HMDB03514	O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O
2-Deoxyribose-5-phosphate	Deoxyribose 5-phosphate	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
Glyoxylate	Glyoxylic acid	C00048	HMDB00119	OC(=O)C=O
S-(5-Adenosyl)-L-methionine	S-Adenosylmethionine	C00019	HMDB01185	C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12
Homovanillic acid	Homovanillic acid	C05582	HMDB00118	COC1=CC(CC(O)=O)=CC=C1O
5-Methoxytryptamine	5-Methoxytryptamine	C05659	HMDB04095	COC1=CC2=C(NC=C2CCN)C=C1
Inosine 5-triphosphate	Inosine triphosphate	C00081	HMDB00189	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O
Xanthurenic acid	Xanthurenic acid	C02470	HMDB00881	OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1
Ketoglutaric acid	Oxoglutaric acid	C00026	HMDB00208	OC(=O)CCC(=O)C(O)=O
L-Gulonic acid gamma-lactone	L-Gulonolactone	C01040	HMDB03466	[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO
Guanosine	Guanosine	C00387	HMDB00133	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
Uridine monophosphate	Uridine 5'-monophosphate	C00105	HMDB00288	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
Cytidine monophosphate	Cytidine monophosphate	C00055	HMDB00095	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
"2,3-Dihydroxypropyl hexopyranoside"	Galactosylglycerol	C05401	HMDB06790	OCC(O)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
Deoxyguanylate	2'-Deoxyguanosine 5'-monophosphate	C00362	HMDB01044	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1
Nicotinamide ribotide	Nicotinamide ribotide	C00455	HMDB00229	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O
Inosine 5-monophosphate	Inosinic acid	C00130	HMDB00175	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O
Adenosine 5-phosphosulfate	Adenosine phosphosulfate	C00224	HMDB01003	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O
Guanosine 5-monophosphate	Guanosine monophosphate	C00144	HMDB01397	NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1
Xanthosine 5-monophosphate	Xanthylic acid	C00655	HMDB01554	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1NC(=O)NC2=O
Deoxyadenosine diphosphate	dADP	 C00206	HMDB01508	NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
D-Xylose	D-Xylose	C00181	HMDB00098	O[C@@H]1COC(O)[C@H](O)[C@H]1O
L-Arabinose	L-Arabinose	C00259	HMDB00646	O[C@H]1COC(O)[C@H](O)[C@H]1O
L-Ribulose	L-Ribulose	C00508	HMDB03371	OCC1(O)OC[C@@H](O)[C@@H]1O
Isobutyrylglycine	Isobutyrylglycine		HMDB00730	CC(C)C(=O)NCC(O)=O
D-Fructose	D-Fructose	C00095	HMDB00660	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
D-Galactose	D-Galactose	C00124	HMDB00143	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
Myo-Inositol	Myoinositol	C00137	HMDB00211	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
2-Deoxy-5-cytidylic acid	dCMP	 C00239	HMDB01202	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
Nalpha-Acetyl-L-lysine	N-Alpha-acetyllysine	C12989	HMDB00446	CC(=O)NC(CCCCN)C(O)=O
Ne-Acetyl-lysine	N6-Acetyl-L-lysine	C02727	HMDB00206	CC(=O)NCCCC[C@H](N)C(O)=O
a-Methylbutyrylglycine	2-Methylbutyrylglycine		HMDB00339	CCC(C)C(=O)NCC(O)=O
N-Isovalerylglycine	Isovalerylglycine		HMDB00678	CC(C)CC(=O)NCC(O)=O
2-Methylglutaric acid	2-Methylglutaric acid		HMDB00422	CC(CCC(O)=O)C(O)=O
3-Methylglutaric acid	Methylglutaric acid		HMDB00752	CC(CC(O)=O)CC(O)=O
Ketoglutaric acid	Oxoglutaric acid	C00026	HMDB00208	OC(=O)CCC(=O)C(O)=O
Betaine aldehyde hydrate	Betaine aldehyde	C07345		C[N+](C)(C)CC(O)O
2-Deoxyguanosine 5-diphosphate	dGDP	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine diphosphate	ADP	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
Hippuric acid	Hippuric acid	C01586	HMDB00714	OC(=O)CNC(=O)C1=CC=CC=C1
Phenethylamine	Phenylethylamine	C05332	HMDB12275	NCCC1=CC=CC=C1
Isovaleric acid	Isovaleric acid	C08262	HMDB00718	CC(C)CC(O)=O
4-Imidazoleacetic acid	Imidazoleacetic acid	C02835	HMDB02024	OC(=O)CC1=CN=CN1
L-Arginine	L-Arginine	C00062	HMDB00517	N[C@@H](CCCN=C(N)N)C(O)=O
2-Deoxyribose-5-phosphate	Deoxyribose 5-phosphate	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
D-Pyroglutamic Acid	Pyrrolidonecarboxylic acid	C02237	HMDB00805	OC(=O)C1CCC(=O)N1
L-Pyroglutamic acid	Pyroglutamic acid	C01879	HMDB00267	OC(=O)[C@@H]1CCC(=O)N1
N-Hexanoyl-glycine	Hexanoylglycine		HMDB00701	CCCCCC(=O)NCC(O)=O
D-Glucose	D-Glucose	C00031	HMDB00122	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
D-Mannose	D-Mannose	C00159	HMDB00169	OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
L-Glutamic acid	L-Glutamic acid	C00025	HMDB00148	N[C@@H](CCC(O)=O)C(O)=O
Dulcitol	Galactitol	C01697	HMDB00107	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
Cis-4-Hydroxy-D-proline	cis-4-Hydroxy-D-proline	C03440	HMDB60460	O[C@H]1CN[C@H](C1)C(O)=O
Trans-4-Hydroxy-L-proline	4-Hydroxyproline	C01157	HMDB00725	O[C@H]1CN[C@@H](C1)C(O)=O
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
D-Proline	D-Proline	C00763	HMDB03411	OC(=O)[C@H]1CCCN1
L-Proline	L-Proline	C00148	HMDB00162	OC(=O)[C@@H]1CCCN1
2-Hydroxyphenylacetic acid	Ortho-Hydroxyphenylacetic acid	C05852	HMDB00669	OC(=O)CC1=CC=CC=C1O
4-Hydroxyphenylacetic acid	p-Hydroxyphenylacetic acid	C00642	HMDB00020	OC(=O)CC1=CC=C(O)C=C1
5-Methyltetrahydrofolic acid	5-Methyltetrahydrofolic acid	C00440	HMDB01396	CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2
L-Kynurenine	L-Kynurenine	C00328	HMDB00684	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O
Homocitrulline	Homocitrulline	C02427	HMDB00679	N[C@@H](CCCCNC(N)=O)C(O)=O
3-Phosphoadenosine 5-phosphosulfate	Phosphoadenosine phosphosulfate	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
L-a-Aspartyl-L-phenylalanine	Aspartylphenylalanine		HMDB00706	N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
N-Acetyl-L-aspartate	N-Acetyl-L-aspartic acid	C01042	HMDB00812	CC(=O)N[C@@H](CC(O)=O)C(O)=O
3-Ureidopropionic acid	Ureidopropionic acid	C02642	HMDB00026	NC(=O)NCCC(O)=O
L-Asparagine	L-Asparagine	C00152	HMDB00168	N[C@@H](CC(N)=O)C(O)=O
3-Methoxytyramine	3-Methoxytyramine	C05587	HMDB00022	COC1=C(O)C=CC(CCN)=C1
Glucono delta-lactone	Gluconolactone	C00198	HMDB00150	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O
D-Glucuronic acid	D-Glucuronic acid	C00191	HMDB00127	O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
3-Hydroxy-DL-kynurenine	Hydroxykynurenine	C02794	HMDB00732	NC(CC(=O)C1=C(N)C(O)=CC=C1)C(O)=O
N-Acetyl-D-mannosamine	N-Acetylmannosamine	C00645	HMDB01129	[H][C@@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1NC(C)=O
Tyramine	Tyramine	C00483	HMDB00306	NCCC1=CC=C(O)C=C1
Guanidineacetic acid	Guanidoacetic acid	C00581	HMDB00128	NC(=N)NCC(O)=O
5-Methoxytryptamine	5-Methoxytryptamine	C05659	HMDB04095	COC1=CC2=C(NC=C2CCN)C=C1
Hypotaurine	Hypotaurine	C00519	HMDB00965	NCCS(O)=O
Methylmalonic acid	Methylmalonic acid	C02170	HMDB00202	CC(C(O)=O)C(O)=O
Succinic acid	Succinic acid	C00042	HMDB00254	OC(=O)CCC(O)=O
Isomaltose	Isomaltose	C00252	HMDB02923	OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
Sucrose	Sucrose	C00089	HMDB00258	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
D-Glucosamine	Glucosamine	C00329	HMDB01514	N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
5-Methyluridine	Ribothymidine		HMDB00884	CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O
L-Citrulline	Citrulline	C00327	HMDB00904	N[C@@H](CCCNC(N)=O)C(O)=O
D-Lactaldehyde	D-Lactaldehyde	C00937	HMDB06458	C[C@@H](O)C=O
D-Glucosamine 6-phosphate	Glucosamine 6-phosphate	C00352	HMDB01254	N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
4-Imidazoleacrylic acid	Urocanic acid	C00785	HMDB00301	OC(=O)\C=C\C1=CNC=N1
Beta-alanine	Beta-Alanine	C00099	HMDB00056	NCCC(O)=O
L-Alanine	L-Alanine	C00041	HMDB00161	C[C@H](N)C(O)=O
Citraconic acid	Citraconic acid	C02226	HMDB00634	C\C(=C\C(O)=O)C(O)=O
3-Hydroxypropionic acid	Hydroxypropionic acid	C01013	HMDB00700	OCCC(O)=O
D-Glyceraldehyde	Glyceraldehyde	C00577	HMDB01051	OCC(O)C=O
L-Lactic acid	L-Lactic acid	C00186	HMDB00190	C[C@H](O)C(O)=O
L-Alloisoleucine	L-Alloisoleucine		HMDB00557	CC[C@@H](C)[C@H](N)C(O)=O
L-Isoleucine	L-Isoleucine	C00407	HMDB00172	CC[C@H](C)[C@H](N)C(O)=O
L-Leucine	L-Leucine	C00123	HMDB00687	CC(C)C[C@H](N)C(O)=O
Creatine	Creatine	C00300	HMDB00064	CN(CC(O)=O)C(N)=N
N-Acetyl-D-galactosamine	N-Acetylgalactosamine	C01132	HMDB00212	CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
N-Acetyl-D-glucosamine	N-Acetyl-D-glucosamine	C00140	HMDB00215	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
D-Tagatose 6-phosphate	D-Tagatose 6-phosphate	C01097	HMDB06873	OCC1(O)O[C@H](COP(O)(O)=O)[C@H](O)[C@@H]1O
3-Sulfopyruvic acid	3-Sulfopyruvic acid	C05528	HMDB04045	OC(=O)C(=O)CS(O)(=O)=O
Inosine	Inosine	C00294	HMDB00195	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O
"Adenosine 3,5-diphosphate"	"Adenosine 3',5'-diphosphate"	C00054	HMDB00061	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
D-Glutamine	D-Glutamine	C00819	HMDB03423	N[C@H](CCC(N)=O)C(O)=O
DL-3-Ureidoisobutyric acid	Ureidoisobutyric acid	C05100	HMDB02031	CC(CNC(N)=O)C(O)=O
L-Glutamine	L-Glutamine	C00064	HMDB00641	N[C@@H](CCC(N)=O)C(O)=O
Anserine	Anserine	C01262	HMDB00194	CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O
3-Hydroxy-3-methylglutaryl coenzyme A	3-Hydroxy-3-methylglutaryl-CoA	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
"DL-3,4-Dihydroxymandelic acid"	"3,4-Dihydroxymandelic acid"	C05580	HMDB01866	OC(C(O)=O)C1=CC=C(O)C(O)=C1
Cytidine	Cytidine	C00475	HMDB00089	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
PIP2	PIP2	C04637		CCCCCC(OC[C@H](COP(O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP([O-])(O)=O)[C@H](OP([O])(O)=O)[C@H]1O)([O-])=O)OC(CCCCC)=O)=O
Norepinephrine	Norepinephrine	C00547	HMDB00216	NC[C@H](O)C1=CC(O)=C(O)C=C1
Pyridoxine	Pyridoxine	C00314	HMDB00239	CC1=NC=C(CO)C(CO)=C1O
DL-2-Amino-3-phosphonopropionic acid	2-Amino-3-phosphonopropionic acid	C05672	HMDB00370	NC(CP(O)(O)=O)C(O)=O
Riboflavin 5-monophosphate	Flavin Mononucleotide	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
L-Malic acid	L-Malic acid	C00149	HMDB00156	O[C@@H](CC(O)=O)C(O)=O
DL-4-Hydroxy-3-methoxymandelic acid	Vanillylmandelic acid	C05584	HMDB00291	COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O
Diadenosine triphosphate	Diadenosine triphosphate	C06197	HMDB01155	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1
Thiamine pyrophosphate	Thiamine pyrophosphate	C00068	HMDB01372	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
L-Fucose	L-Fucose	C01019	HMDB00174	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O
D-Cellobiose	Cellobiose	C00185	HMDB00055	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
