Metabolite	Query_protein	Protein_name	Gene_ID	Uniprot_ID	Protein_complex	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value	Common_metabolite_name	MIDAS_ID	Pool	Screened_concentration_µM	KEGG_ID	HMDB_ID	SMILES_metabolite	KEGG_pathway_association
L-a-Aspartyl-L-phenylalanine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-2.908165772	-1.674442838	0.096912909	0.109949543	2.15E-58	1.08E-55	Aspartylphenylalanine	CNC_112	3	50		HMDB00706	N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	
Inosine 5-monophosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.902120237	-1.325576708	0.042783799	0.106164554	5.19E-38	1.63E-35	Inosinic acid	I_3	2	50	C00130	HMDB00175	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O	Purine metabolism;Antifolate resistance;Taste transduction
(R)-3-Hydroxybutyric acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	0.717032648	1.367125707	-0.04086781	0.113378107	2.07E-35	5.92E-33	(R)-3-Hydroxybutyric acid	CNC_153	2	50	C01089	HMDB00011	C[C@@H](O)CC(O)=O	Synthesis and degradation of ketone bodies;Butanoate metabolism;cAMP signaling pathway
2-Deoxyadenosine 5-triphosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-5.010272724	-2.040071864	0.052080864	0.180887143	6.12E-31	1.51E-28	Deoxyadenosine triphosphate	20C_73	2	50	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1	Purine metabolism
3-Aminoisobutyric acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	0.592342588	1.319453688	-0.00849267	0.132616413	1.33E-23	2.53E-21	3-Aminoisobutanoic acid	A_19	2	50	C05145	HMDB03911	CC(CN)C(O)=O	
L-2-Aminobutyric acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	0.592342588	1.319453688	-0.00849267	0.132616413	1.33E-23	2.53E-21	L-Alpha-aminobutyric acid	CNC_7	2	50	C02356	HMDB00452	CC[C@H](N)C(O)=O	Cysteine and methionine metabolism
Isovaleryl coenzyme A	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-4.834596925	-2.558420038	0.03421263	0.259473589	1.65E-23	3.10E-21	Isovaleryl-CoA	20C_46	2	50	C02939	HMDB01113	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	"Valine, leucine and isoleucine degradation"
Malonyl coenzyme A	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-3.86667695	-1.728572875	0.03380112	0.198135847	5.85E-19	8.74E-17	Malonyl-CoA	CNC_74	2	50	C00083	HMDB01175	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O	Fatty acid biosynthesis;Fatty acid elongation;beta-Alanine metabolism;Pyruvate metabolism;Propanoate metabolism;Carbon metabolism;Fatty acid metabolism;AMPK signaling pathway;Adipocytokine signaling pathway;Glucagon signaling pathway;Insulin resistance
Uridine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-2.053923773	-1.298683751	0.046173772	0.156998901	1.07E-17	1.47E-15	Uridine	U_5	2	50	C00299	HMDB00296	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O	Pyrimidine metabolism;ABC transporters
2-Deoxycytidine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-2.324513514	-1.503407412	0.086449006	0.191249345	9.33E-17	1.20E-14	Deoxycytidine	20C_25	1	50	C00881	HMDB00014	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1	Pyrimidine metabolism;ABC transporters
Phosphatidylserine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.511842725	-1.19528198	0.013746479	0.149022084	4.94E-16	5.90E-14	PS(16:0/16:0)	AVL_6	4	50	C02737	HMDB00614	CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OC[C@H](N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC	"Glycine, serine and threonine metabolism;Glycerophospholipid metabolism;Leishmaniasis;Amoebiasis;Systemic lupus erythematosus"
Deoxyguanylate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.165966861	-1.033101099	-0.003249447	0.132056681	6.26E-15	6.99E-13	2'-Deoxyguanosine 5'-monophosphate	20C_23	4	50	C00362	HMDB01044	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1	Purine metabolism
Adenosine 5-phosphosulfate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.298028234	-0.294558371	0.01583879	0.042881417	4.54E-13	4.34E-11	Adenosine phosphosulfate	CNC_26_R	3	50	C00224	HMDB01003	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](O)[C@H]1O	Purine metabolism;Sulfur metabolism
Propionyl coenzyme A	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.684154888	3.031598387	0.158824075	0.40404843	1.16E-12	1.08E-10	Propionyl-CoA	CNC_55	4	50	C00100	HMDB01275	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	"Valine, leucine and isoleucine degradation;beta-Alanine metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Carbon metabolism"
D-Lactose	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.001525162	-0.592970139	-0.013566932	0.082034447	1.63E-12	1.51E-10	Alpha-Lactose	L_1	2	50	C00243	HMDB00186	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O	Galactose metabolism;ABC transporters;Carbohydrate digestion and absorption
Orotidine 5-monophosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.019341291	1.287892934	0.009503412	0.184542213	4.29E-12	3.81E-10	Orotidylic acid	CNC_77	4	50	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O	Pyrimidine metabolism
Guanosine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.632162212	-0.373688112	0.023283174	0.05755346	5.29E-12	4.66E-10	Guanosine	G_19	3	50	C00387	HMDB00133	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1	Purine metabolism;ABC transporters
Uridine 5-triphosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.673690334	1.640830815	0.006422394	0.2381693	6.77E-12	5.88E-10	Uridine triphosphate	CNC_49	2	50	C00075	HMDB00285	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	Pyrimidine metabolism;Neuroactive ligand-receptor interaction
Thymidine 5-triphosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.625202426	1.582014669	0.070362739	0.226894389	2.69E-11	2.19E-09	Thymidine 5'-triphosphate	CNC_89	4	50	C00459	HMDB01342	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O	Pyrimidine metabolism
Porphobilinogen	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.362018004	0.203548015	-0.022982715	0.034073681	2.97E-11	2.41E-09	Porphobilinogen	CNC_184	3	50	C00931	HMDB00245	NCC1=C(CC(O)=O)C(CCC(O)=O)=CN1	Porphyrin and chlorophyll metabolism
DL-2-Amino-3-phosphonopropionic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.278825546	0.297383661	-0.016225625	0.047308238	3.38E-11	2.73E-09	2-Amino-3-phosphonopropionic acid	CNC_172	3	50	C05672	HMDB00370	NC(CP(O)(O)=O)C(O)=O	Phosphonate and phosphinate metabolism
Glutathione disulfide	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.506316106	2.178859633	0.031216765	0.327458902	5.43E-11	4.28E-09	Oxidized glutathione	4C_29	4	50	C00127	HMDB03337	NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O	Glutathione metabolism;Ferroptosis;Thyroid hormone synthesis
D-Maltose	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.122702232	-0.83190672	0.013182681	0.128869614	5.46E-11	4.29E-09	D-Maltose	M_4	2	50	C00208	HMDB00163	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	Starch and sucrose metabolism;ABC transporters;Taste transduction;Carbohydrate digestion and absorption
Melibiose	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.122702232	-0.83190672	0.013182681	0.128869614	5.46E-11	4.29E-09	Melibiose	M_3	2	50	C05402	HMDB00048	OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	Galactose metabolism;ABC transporters
2-Methylglutaric acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.445313486	0.203320721	-0.023224936	0.034684983	6.51E-11	5.08E-09	2-Methylglutaric acid	CNC_122	3	50		HMDB00422	CC(CCC(O)=O)C(O)=O	
3-Methylglutaric acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.445313486	0.203320721	-0.023224936	0.034684983	6.51E-11	5.08E-09	Methylglutaric acid	CNC_6	3	50		HMDB00752	CC(CC(O)=O)CC(O)=O	
Isovaleric acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.374107893	0.242510676	-0.025779926	0.041870822	1.48E-10	1.11E-08	Isovaleric acid	CNC_115	3	50	C08262	HMDB00718	CC(C)CC(O)=O	Protein digestion and absorption
Deoxyadenosine monophosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.790668428	-0.754714611	-0.010173681	0.11939795	4.49E-10	3.20E-08	Deoxyadenosine monophosphate	20C_36	4	50	C00360	HMDB00905	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	Purine metabolism
L-Citrulline	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.338585614	0.172556438	-0.014237912	0.030089044	5.36E-10	3.79E-08	Citrulline	C_13	3	50	C00327	HMDB00904	N[C@@H](CCCNC(N)=O)C(O)=O	Arginine biosynthesis;Biosynthesis of amino acids
D-Pyroglutamic Acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.338830153	0.214985178	-0.018848796	0.037785507	6.08E-10	4.27E-08	Pyrrolidonecarboxylic acid	CNC_29	3	50	C02237	HMDB00805	OC(=O)C1CCC(=O)N1	D-Glutamine and D-glutamate metabolism
L-Pyroglutamic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.338830153	0.214985178	-0.018848796	0.037785507	6.08E-10	4.27E-08	Pyroglutamic acid	P_9	3	50	C01879	HMDB00267	OC(=O)[C@@H]1CCC(=O)N1	Glutathione metabolism
3-Hydroxy-3-methylglutaryl coenzyme A	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.982865358	0.807690765	-0.022108804	0.134779397	7.43E-10	5.13E-08	3-Hydroxy-3-methylglutaryl-CoA	20C_45	2	50	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N	"Synthesis and degradation of ketone bodies;Valine, leucine and isoleucine degradation;Butanoate metabolism;Terpenoid backbone biosynthesis;Ferroptosis"
Isobutyrylglycine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.360544457	0.1849944	-0.014550716	0.032516415	8.42E-10	5.76E-08	Isobutyrylglycine	CNC_173	3	50		HMDB00730	CC(C)C(=O)NCC(O)=O	
D-Serine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.153777925	0.344778176	-0.012715092	0.058558838	1.03E-09	6.99E-08	D-Serine	S_7	3	50	C00740	HMDB03406	N[C@H](CO)C(O)=O	"Glycine, serine and threonine metabolism;Taste transduction"
L-Serine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.153777925	0.344778176	-0.012715092	0.058558838	1.03E-09	6.99E-08	L-Serine	S_6	3	50	C00065	HMDB00187	N[C@@H](CO)C(O)=O	"Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Sphingolipid metabolism;Glyoxylate and dicarboxylate metabolism;Sulfur metabolism;Aminoacyl-tRNA biosynthesis;Carbon metabolism;Biosynthesis of amino acids;ABC transporters;Sphingolipid signaling pathway;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer"
3-Sulfopyruvic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-2.64897783	-1.006363636	0.186686866	0.197069938	1.41E-09	9.44E-08	3-Sulfopyruvic acid	CNC_102	3	50	C05528	HMDB04045	OC(=O)C(=O)CS(O)(=O)=O	Cysteine and methionine metabolism
3-Hydroxypropionic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.230661294	0.242350078	-0.009379912	0.041686172	1.55E-09	1.02E-07	Hydroxypropionic acid	4C_11	3	500	C01013	HMDB00700	OCCC(O)=O	Pyrimidine metabolism;beta-Alanine metabolism;Propanoate metabolism;Carbon metabolism
D-Glyceraldehyde	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.230661294	0.242350078	-0.009379912	0.041686172	1.55E-09	1.02E-07	Glyceraldehyde	4C_5	3	50	C00577	HMDB01051	OCC(O)C=O	Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Glycerolipid metabolism;Carbon metabolism
L-Lactic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.230661294	0.242350078	-0.009379912	0.041686172	1.55E-09	1.02E-07	L-Lactic acid	4C_3	3	500	C00186	HMDB00190	C[C@H](O)C(O)=O	Glycolysis / Gluconeogenesis;Fructose and mannose metabolism;Pyruvate metabolism;Propanoate metabolism;cAMP signaling pathway;HIF-1 signaling pathway;Glucagon signaling pathway;Central carbon metabolism in cancer
D-Glycerol 1-phosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.316723728	0.272047676	0.006606419	0.044913209	3.42E-09	2.16E-07	Glycerol 3-phosphate	CNC_158	3	50	C00093	HMDB00126	OC[C@@H](O)COP(O)(O)=O	Glycerolipid metabolism;Glycerophospholipid metabolism;ABC transporters;Choline metabolism in cancer
L-alpha-Glycerophosphorylcholine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.514528172	1.311001794	0.134369768	0.203955329	7.97E-09	4.80E-07	Glycerophosphocholine	CNC_79	1	50	C00670	HMDB00086	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO	Glycerophospholipid metabolism;Ether lipid metabolism;Choline metabolism in cancer
4-Phenylbutanoic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.787501911	-0.607982426	-0.013962286	0.104610689	1.36E-08	7.96E-07	Benzenebutanoic acid	CNC_147	4	50		HMDB00543	OC(=O)CCCC1=CC=CC=C1	
Dodecanedioic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.966153875	-0.746101428	-0.031542356	0.125850689	1.36E-08	7.98E-07	Dodecanedioic acid	CNC_133	4	50	C02678	HMDB00623	OC(=O)CCCCCCCCCCC(O)=O	
3-Hydroxyanthranilic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.800555341	-0.752272359	-0.018459938	0.129458534	1.44E-08	8.41E-07	3-Hydroxyanthranilic acid	H_15	4	50	C00632	HMDB01476	NC1=C(O)C=CC=C1C(O)=O	Tryptophan metabolism
Uridine monophosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.174068423	-0.338919793	0.038200655	0.068462393	3.62E-08	1.97E-06	Uridine 5'-monophosphate	U_3	3	50	C00105	HMDB00288	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O	Pyrimidine metabolism
L-Gulonic acid gamma-lactone	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.106259193	-0.818804613	-0.018474098	0.14619755	4.39E-08	2.35E-06	L-Gulonolactone	4C_7	4	50	C01040	HMDB03466	[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO	Ascorbate and aldarate metabolism
6-Deoxy-L-galactonic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.876038861	-0.771390188	-0.006547633	0.140299939	5.00E-08	2.65E-06	6-Deoxy-L-galactonic acid	CNC_138	4	50	C01720		C[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O)O)O)O	Fructose and mannose metabolism
Nalpha-Acetyl-L-lysine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.361063789	0.134775609	-0.02207363	0.029102238	7.06E-08	3.65E-06	N-Alpha-acetyllysine	CNC_167	3	50	C12989	HMDB00446	CC(=O)NC(CCCCN)C(O)=O	
Ne-Acetyl-lysine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.361063789	0.134775609	-0.02207363	0.029102238	7.06E-08	3.65E-06	N6-Acetyl-L-lysine	CNC_164	3	50	C02727	HMDB00206	CC(=O)NCCCC[C@H](N)C(O)=O	Lysine degradation
2-Deoxycytidine 5-diphosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.814851109	-0.660772603	-0.026017544	0.118373317	8.22E-08	4.20E-06	dCDP	CNC_53	4	50	C00705	HMDB01245	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1	Pyrimidine metabolism
L-Valine	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.305903598	0.269143558	-0.023884189	0.054732954	8.61E-08	4.40E-06	L-Valine	V_1	3	50	C00183	HMDB00883	CC(C)[C@H](N)C(O)=O	"Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Aminoacyl-tRNA biosynthesis;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer"
D-Glucuronic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.44156339	0.151210677	-0.022860627	0.033262059	1.66E-07	8.15E-06	D-Glucuronic acid	G_7	3	50	C00191	HMDB00127	O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O	Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Amino sugar and nucleotide sugar metabolism;Inositol phosphate metabolism
2-Deoxyguanosine 5-diphosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.435465226	0.72280968	-0.042752604	0.147577394	2.13E-07	1.02E-05	dGDP	CNC_76	2	50	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1	Purine metabolism
Adenosine diphosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.435465226	0.72280968	-0.042752604	0.147577394	2.13E-07	1.02E-05	ADP	20C_18	2	50	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	Oxidative phosphorylation;Purine metabolism;FoxO signaling pathway;Neuroactive ligand-receptor interaction;Lysosome;AMPK signaling pathway;Platelet activation;Thermogenesis;Taste transduction;Renin secretion;Parkinson disease
Thymidine monophosphate	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.026854773	-0.69056736	-0.049630307	0.124809772	2.82E-07	1.33E-05	5-Thymidylic acid	20C_37	4	50	C00364	HMDB01227	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O	Pyrimidine metabolism;Antifolate resistance
2-Deoxy-D-ribonic acid	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-1.035436698	-0.752988402	-0.031037471	0.141304141	3.24E-07	1.51E-05	2-Deoxyribonic acid	CNC_185	4	50		HMDB00366	OC[C@@H](O)[C@@H](O)CC(O)=O	
Prostaglandin D2	E2-PDH	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	DLAT	P10515	?	-0.734356895	-0.751696699	-0.02726112	0.142208173	3.50E-07	1.61E-05	Prostaglandin D2	Cay_10	4	50	C00696	HMDB01403	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O	Arachidonic acid metabolism;Neuroactive ligand-receptor interaction;Fc epsilon RI signaling pathway;Serotonergic synapse;African trypanosomiasis;Asthma
