metabolite	query_protein	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value
"N,N-Diacetylchitobiose"	E1-PDH	-0.215707242	0.12755179	0.002022446	0.095353006	0.188016438	0.746367608
(4R)-4-Hydroxy-L-glutamic acid	E1-PDH	-0.640632025	-0.137804046	0.008895714	0.112307671	0.191474016	0.751361782
Orotic acid	E1-PDH	-0.384840109	-0.237586325	-0.028041092	0.164199018	0.201896783	0.769310349
1-Methylhistamine	E1-PDH	-1.754478985	0.152312503	-0.037751762	0.149034699	0.202202335	0.769807028
Inosine 5-triphosphate	E1-PDH	-1.44026772	-0.343752185	-0.013533701	0.259278168	0.202802738	0.770672842
2-Deoxyinosine	E1-PDH	-0.24767104	0.227541702	0.018542344	0.166390887	0.209088942	0.780663252
"3,3-Dimethylacrylic acid"	E1-PDH	0.016653172	0.151490967	-0.017727901	0.136963319	0.216642608	0.792631483
(R)-3-Hydroxybutyric acid	E1-PDH	-0.643843725	-0.178098025	-0.039267901	0.112575999	0.217496507	0.793637558
Thiamine	E1-PDH	-1.455547609	-0.245100478	0.010964237	0.208204769	0.218745941	0.79563774
Xanthurenic acid	E1-PDH	-0.023160281	-0.308771016	0.0082759	0.257993357	0.219110929	0.79612466
L-Leucine;L-Isoleucine;L-Alloisoleucine	E1-PDH	-1.321631976	0.057720897	-0.030403884	0.072469978	0.223978154	0.803407633
O-Acetyl-L-carnitine	E1-PDH	-1.92762546	-0.119145915	-0.005564479	0.093607238	0.224983404	0.804803348
cis-4-Hydroxy-D-proline;trans-4-Hydroxy-L-proline	E1-PDH	-1.328508085	0.044197423	-0.012109032	0.046761128	0.228539517	0.810066732
D-Glyceraldehyde;L-Lactic acid;3-Hydroxypropionic acid	E1-PDH	-0.078094738	0.044133366	-0.008518641	0.045050601	0.242512272	0.828970631
L-Tyrosine	E1-PDH	-0.45955958	-0.129078471	-0.003666087	0.108087315	0.245931686	0.833513693
L-Cysteine	E1-PDH	-0.096019506	0.049435286	-0.036812803	0.074561855	0.247381841	0.836051943
DL-5-Hydroxylysine	E1-PDH	-0.112297241	0.052596899	-0.028114931	0.069828182	0.247737096	0.8367878
L-Saccharopine	E1-PDH	-0.09960445	0.04233032	-0.010366528	0.045930242	0.251247935	0.840905815
D-Arabitol;Adonitol;D-Xylitol	E1-PDH	-0.675383463	-0.109971493	0.043054331	0.134328087	0.254622021	0.845417101
DL-4-Hydroxy-3-methoxymandelic acid	E1-PDH	-0.248515109	-0.090316753	-0.013601224	0.06735653	0.254725196	0.84548803
Crotonoyl coenzyme A	E1-PDH	-0.584348311	1.33528262	0.114707451	1.08210184	0.259333855	0.851591665
L-Citrulline	E1-PDH	-0.119507663	0.021940205	-0.016215193	0.033908244	0.260481267	0.852932345
4-Phenylbutanoic acid	E1-PDH	0.033110456	0.107105172	-0.014002492	0.108103323	0.262587869	0.855475932
Biocytin	E1-PDH	-0.083659466	0.056938718	-0.010272355	0.060727552	0.268395943	0.863099148
Nicotinamide hypoxanthine dinucleotide	E1-PDH	-0.123310717	0.15471774	0.011821395	0.130145586	0.272216262	0.868061571
N-Acetyl-D-glucosamine 1-phosphate	E1-PDH	-0.237150794	0.243439338	-9.99E-04	0.22383424	0.274809908	0.871456381
Thymidine	E1-PDH	-0.386968314	0.177253089	-0.010229264	0.17340618	0.279619468	0.876305991
Choline	E1-PDH	-1.502915103	0.178695241	-0.037552534	0.200036574	0.279678792	0.876433381
4-Hydroxyphenylacetylglycine	E1-PDH	-0.179017498	-0.143879344	-0.0648287	0.07333461	0.281058503	0.878494852
UDP-GlcNAc;UDP-GalNAc	E1-PDH	-0.192682626	0.078659567	-0.017198492	0.089062755	0.281794035	0.879181218
"2,3-Pyridinedicarboxylic acid"	E1-PDH	-0.472396574	-0.243174304	-0.045140815	0.18439747	0.282845516	0.88017569
Anserine	E1-PDH	-0.1121842	0.019672463	-0.027277602	0.044602902	0.292513562	0.888492023
Deoxyuridine triphosphate	E1-PDH	-0.941539835	0.439957534	0.105171543	0.319040382	0.294015668	0.890384028
Leucinic acid;D-Leucic acid;2-Hydroxy-3-methylpentanoic acid	E1-PDH	-0.048652637	0.06430449	-0.003313881	0.064819469	0.296864957	0.892715526
Dulcitol	E1-PDH	-1.052262037	0.13617306	0.010425483	0.121559619	0.300924959	0.896854902
DL-Homocysteine	E1-PDH	-0.052965735	0.057255118	-0.010226323	0.065327152	0.301614702	0.897437359
Glutaric acid;Ethylmalonic acid	E1-PDH	-0.11709024	0.042805544	-0.017905493	0.058806991	0.301895129	0.897758426
D-Fructose 6-phosphate;D-Galactose 1-phosphate;D-Glucose 1-phosphate;D-Glucose 6-phosphate;D-Mannose 1-phosphate;D-Mannose 6-phosphate	E1-PDH	-0.229347905	0.102864218	-0.026285464	0.12804755	0.313163052	0.906616562
Uridine 5-diphosphate	E1-PDH	-0.268260354	0.210515143	0.025338631	0.184830317	0.316404916	0.909832379
Adenosine monophosphate	E1-PDH	0.268154655	0.219849173	-0.012835866	0.238190126	0.328624679	0.919193752
D-Lactaldehyde	E1-PDH	-0.11455392	0.049973016	-0.016679721	0.068864123	0.33310047	0.922447163
N-Acetyl-D-mannosamine	E1-PDH	-0.685248746	0.108071805	0.008294849	0.103074399	0.333039826	0.922447163
NADPH	E1-PDH	-0.293783613	0.464298503	0.036714131	0.449340609	0.341309086	0.929067511
L-Cystathionine	E1-PDH	-0.117328272	0.028743569	-0.012289583	0.043264874	0.342917097	0.930564081
D-Ribose 1-phosphate;D-Ribose 5-phosphate;D-Xylulose 5-phosphate	E1-PDH	-0.302634663	-0.169351059	-0.040967982	0.136737734	0.347782021	0.934723757
"D-Fructose 1,6-bisphosphate;D-Glucose 1,6-bisphosphate"	E1-PDH	-0.202402581	0.096217186	-0.028273413	0.133869991	0.352403933	0.938138383
Maleic acid	E1-PDH	-0.071008163	0.090667069	-0.014783529	0.114132651	0.35552268	0.940138208
Guanine	E1-PDH	-0.383981563	-0.089363557	0.028116156	0.12751002	0.356874457	0.941192497
D-Glucosamine 6-phosphate	E1-PDH	-0.176552568	0.095024046	-0.023410512	0.129114883	0.358995697	0.942535984
L-Cysteic acid	E1-PDH	-0.097327916	0.022228883	-0.0202287	0.046297421	0.359110398	0.94256446
Acetylamino-acetic acid	E1-PDH	-0.039770226	0.118718163	-0.035190837	0.167865876	0.359217591	0.942697943
Phosphocreatine	E1-PDH	-0.60454007	-0.091437621	0.01486724	0.117247478	0.364580925	0.946254396
Cytidine-5-monophospho-N-acetylneuraminic acid	E1-PDH	-0.209319597	0.067360355	-0.01533813	0.091947126	0.368432464	0.948757266
UDP-Glucuronate	E1-PDH	-0.235468562	0.097518463	-0.012401109	0.122313954	0.368829812	0.948875188
Isobutyrylglycine	E1-PDH	-0.128517413	0.022352736	-0.014381864	0.041158199	0.372113184	0.951316025
Uridine 5-diphosphoglucose;Uridine 5-diphosphogalactose	E1-PDH	-0.140651391	0.206803311	0.060500677	0.166195029	0.378693066	0.955031559
N-Glycolylneuraminic acid	E1-PDH	-0.136411377	0.020629816	-0.016560057	0.042747261	0.384303526	0.958474789
N-Acetyl-5-hydroxytryptamine	E1-PDH	-0.042697517	-0.090762073	-9.19E-04	0.103842933	0.386940752	0.959654232
Phosphatidylcholine	E1-PDH	-0.145821854	0.076580949	-0.003683558	0.09382545	0.392293072	0.962276914
L-Pipecolic acid	E1-PDH	-1.738573952	-0.065628698	-0.017193777	0.056626848	0.392365756	0.962338481
Dihydrouracil	E1-PDH	-1.550181767	-0.027697547	0.027180048	0.064715929	0.396450992	0.964457987
Urea	E1-PDH	-0.476117526	-0.08664239	0.023866834	0.130987493	0.398858077	0.965555802
Succinic acid;Methylmalonic acid	E1-PDH	-0.146365741	0.031482355	-0.015268634	0.055524573	0.399795031	0.966220646
Citraconic acid	E1-PDH	-0.119514286	0.05042928	-0.01480197	0.080573554	0.418177951	0.976108275
Inosine 5-monophosphate	E1-PDH	-0.305838688	0.130135763	0.04004263	0.111913239	0.420804336	0.977670055
Guanosine diphosphate mannose	E1-PDH	-0.190638029	0.052075866	-0.015628714	0.084672154	0.42393762	0.978787894
N-Acetyl-L-alanine;Propionylglycine	E1-PDH	-0.042085095	0.098413861	-0.023822728	0.153202458	0.424942362	0.979158295
3-Sulfopyruvic acid	E1-PDH	-0.109618935	0.334750508	0.175541736	0.203943669	0.435007953	0.98445305
Biotin	E1-PDH	-1.166745779	-0.052602421	0.011431927	0.081982098	0.434757086	0.98445305
L-Arabitol;2-Deoxy-D-ribonic acid	E1-PDH	-0.045932324	0.068989047	-0.021824492	0.116615186	0.436129705	0.984731433
3-Aminoisobutyric acid;L-2-Aminobutyric acid	E1-PDH	-0.647909056	-0.122738389	-0.013679986	0.141441063	0.440676159	0.98605213
D-Arabinonic acid	E1-PDH	-0.137078515	0.017064671	-0.019127172	0.046870316	0.440013872	0.98605213
"D-myo-Inositol-1,4,5-triphosphate"	E1-PDH	-0.384647198	0.176539856	0.031430367	0.188235929	0.440771211	0.986075693
N-Acetylneuraminic acid	E1-PDH	-0.136956793	0.013517277	-0.017783766	0.040617976	0.440931926	0.986129932
Phosphocholine	E1-PDH	-1.579587723	-0.031126014	0.026267668	0.075211411	0.445404914	0.987521543
L-Methionine	E1-PDH	-0.094560007	0.056492658	-0.03554105	0.120918282	0.446583495	0.988094297
L-Arabinose;L-Ribulose;D-Xylose	E1-PDH	-1.562615257	-0.06767615	0.008103974	0.099679994	0.447114707	0.988349706
L-Phenylalanine	E1-PDH	-0.116939658	0.019342456	-0.012180806	0.041827534	0.451060256	0.98934302
N-Formylanthranilic acid	E1-PDH	0.307232032	0.207128892	0.050920603	0.208526669	0.453794158	0.990041113
"D-Glucurono-6,3-lactone"	E1-PDH	-0.117068652	0.028210415	-0.018760953	0.06287442	0.45502346	0.990721376
Homocitrulline	E1-PDH	-0.9683613	0.065695766	0.00411859	0.082482521	0.455336339	0.990768415
Galactinol;Trehalose	E1-PDH	-0.115043974	0.042305523	-0.023692517	0.089149315	0.459112518	0.992134406
D-Lactose;D-Maltose;Melibiose	E1-PDH	-0.184826454	0.115320551	0.018093963	0.132129373	0.461825723	0.993009127
5-Phospho-D-ribose 1-diphosphate	E1-PDH	-0.30585042	0.246072344	0.080196327	0.225498087	0.461975177	0.993084381
Guanosine 5-monophosphate	E1-PDH	-0.310607198	0.447604366	0.265989579	0.247305979	0.462721554	0.993261364
S-(5-Adenosyl)-L-methionine	E1-PDH	-0.312922719	0.146739562	-0.030738647	0.244559805	0.468019798	0.994664357
2-Hydroxyphenylacetic acid;4-Hydroxyphenylacetic acid	E1-PDH	-0.184211348	-0.065471059	-0.009853472	0.076782476	0.468849284	0.994852404
3-Hydroxy-3-methylglutaric acid	E1-PDH	0.068396463	0.113793789	0.00660506	0.150335266	0.475847057	0.997355929
DL-Homocystine	E1-PDH	-1.22862107	0.049921932	-0.009108749	0.083031722	0.477120605	0.997521136
Uridine 5-triphosphate	E1-PDH	-0.740359323	-0.170154091	-0.014318424	0.220184344	0.479099965	0.997629438
2-Deoxyribose-5-phosphate	E1-PDH	-0.245107741	0.074772038	-0.02791839	0.14533078	0.479816376	0.997739112
2-Deoxyuridine	E1-PDH	-0.333946818	0.123559399	0.01959098	0.148422965	0.483622962	0.998145932
L-Histidine	E1-PDH	-1.071533693	-0.057953802	-0.006492698	0.074322629	0.488685183	0.998767994
1-Methylnicotinamide	E1-PDH	-1.288314294	0.020140358	0.006468819	0.058102917	0.81397693	1
2-Aminoadipic acid	E1-PDH	-1.547382527	0.010043342	-0.019024075	0.056131841	0.604568609	1
2-Deoxycytidine 5-diphosphate	E1-PDH	-0.133165267	-0.018833395	-0.02684335	0.116600871	0.945232001	1
2-Deoxycytidine 5-monophosphate	E1-PDH	-0.146925703	0.036086241	-0.035243824	0.124051817	0.565289823	1
2-Deoxyguanosine	E1-PDH	-0.437361139	-0.030390635	0.022202532	0.201580223	0.794166234	1
2-Deoxyguanosine 5-monophosphate	E1-PDH	-0.028563251	0.03650875	-0.004571906	0.128639242	0.749462808	1
2-Deoxyuridine 5-monophosphate	E1-PDH	0.002995033	0.020339687	-0.032259601	0.160255705	0.742744571	1
2-Methylbutyrylglycine;Isovalerylglycine	E1-PDH	-0.138450479	0.005212531	-0.015351159	0.038974255	0.597761451	1
2-Methylglutaric acid;3-Methylglutaric acid;Adipic acid	E1-PDH	-0.196515001	-0.010512768	-0.020889162	0.039747801	0.794049484	1
2-Oxo-4-methylthiobutanoic acid	E1-PDH	0.031094152	0.048963835	0.053463965	0.156026513	0.976990534	1
"2,3-Dihydroxypropanoic acid"	E1-PDH	-0.069651928	0.022174432	-0.025169252	0.132273632	0.720401451	1
"2,3-Dihydroxypropyl hexopyranoside"	E1-PDH	-0.496527244	-0.075733623	-0.016209638	0.115539332	0.606424633	1
"2,3-Diphosphoglyceric acid"	E1-PDH	-0.248908469	0.11944081	0.028206022	0.146275855	0.532813229	1
"2,5-Dihydroxybenzaldehyde;4-Hydroxybenzoic acid"	E1-PDH	0.079210406	0.04858564	0.038728653	0.139319827	0.943596102	1
3-Aminopiperidin-2-one	E1-PDH	-1.547862551	-0.048206726	-0.013422525	0.059806807	0.560829806	1
3-Furoic acid	E1-PDH	-0.287256983	-0.078386531	-0.012807569	0.201185822	0.744452996	1
3-Hydroxy-3-methylglutaryl coenzyme A	E1-PDH	-0.152419367	0.062334958	-0.021457187	0.13502102	0.534872104	1
3-Hydroxyanthranilic acid	E1-PDH	-0.032577327	0.009305354	-0.024809567	0.126352077	0.787161105	1
3-Iodo-L-tyrosine	E1-PDH	-0.070683898	-0.004061381	-0.007737773	0.067426789	0.956517528	1
3-Methoxytyramine	E1-PDH	-0.857997676	-0.024004764	-0.019122354	0.117832689	0.966949025	1
3-methyl-2-oxobutyrate	E1-PDH	-0.161495061	-0.034175116	-0.009502896	0.045650485	0.588880458	1
3-Methyl-2-oxovaleric acid;4-Methyl-2-oxovaleric acid	E1-PDH	-0.09663481	0.043588606	0.006996638	0.058129919	0.529030961	1
3-Methylglutaconic acid	E1-PDH	-0.205183737	0.046688536	-0.024684112	0.110304445	0.517598668	1
3-Phosphoadenosine 5-phosphosulfate	E1-PDH	-0.18402079	-0.084742651	-0.030646096	0.13056633	0.678638015	1
"3,4-Dihydroxyphenylacetic acid"	E1-PDH	-0.178954181	-0.114531902	-0.007368186	0.175059311	0.540434138	1
"3,5-Diiodo-L-tyrosine"	E1-PDH	-0.217545747	-0.043085356	-0.009951427	0.093171998	0.722124337	1
4-Hydroxyphenylpyruvic acid	E1-PDH	-0.136468485	-0.012821004	-0.011250052	0.070099709	0.982120704	1
4-Pyridoxic acid	E1-PDH	0.144244301	0.115068927	0.021789347	0.136755844	0.495183034	1
"4,6-Dioxoheptanoic acid"	E1-PDH	-0.164823581	-0.026750376	-0.004783441	0.04970838	0.658549883	1
5-Methoxytryptamine	E1-PDH	-0.221922471	-0.039751524	0.067602701	0.168435976	0.523890878	1
5-Methyltetrahydrofolic acid	E1-PDH	-0.109465704	-0.033723228	0.007154012	0.122913157	0.739458826	1
5-Methyluridine	E1-PDH	-1.206101251	0.027642467	0.01284479	0.064131975	0.817518429	1
6-Deoxy-L-galactonic acid	E1-PDH	-0.046388888	-0.006008924	-0.006008924	0.147980147	1	1
Acetoacetate;2-Ketobutyric acid	E1-PDH	-0.121380352	-0.014561988	0.002903872	0.057589106	0.761673363	1
Acetylcholine	E1-PDH	-2.127895702	0.006886341	-0.002553424	0.110896741	0.932164312	1
"Adenosine 3,5-diphosphate"	E1-PDH	-0.109182566	-0.019186869	-0.014846415	0.124520993	0.972193602	1
Adenosine 5-phosphosulfate	E1-PDH	-1.544743148	0.036236193	0.022506892	0.046662719	0.768586593	1
Adenosine diphosphate;Deoxyguanosine 5-diphosphate	E1-PDH	-0.171512055	0.030072504	-0.041516665	0.148349097	0.62939943	1
Adenylosuccinic acid	E1-PDH	-0.414346179	-0.08544968	0.006414474	0.174479085	0.598537206	1
AICAR	E1-PDH	-0.136939524	-0.028639385	-0.046371793	0.114154673	0.876555898	1
Ascorbate	E1-PDH	-0.300815849	-0.053564659	-0.078064094	0.292656654	0.933283891	1
Benzoate	E1-PDH	-0.072501519	0.00313722	0.008463304	0.095480658	0.955515622	1
Betaine aldehyde	E1-PDH	-2.481779883	-0.085939398	-0.04956737	0.140677576	0.795983338	1
Butyryl coenzyme A	E1-PDH	-0.6672934	0.031517221	-0.010671892	0.17033959	0.804384716	1
CDP-Glycerol	E1-PDH	-0.186173966	0.069484255	0.026712182	0.087128969	0.623493425	1
Choline glycerophosphate	E1-PDH	-1.438319997	-0.04543428	0.157076425	0.365733036	0.579776084	1
Citramalic acid;D-2-Hydroxyglutaric acid;L-2-Hydroxyglutaric acid;3-Hydroxyglutaric acid	E1-PDH	-0.129703508	0.011933845	-0.002742538	0.142878255	0.918185597	1
Citric acid;Isocitric acid	E1-PDH	-0.234079458	-0.03200576	-0.02260768	0.20440366	0.963327752	1
Creatine	E1-PDH	-1.027731261	-0.023776408	0.00326352	0.077455057	0.727010675	1
Cyclic AMP	E1-PDH	-0.090039179	0.016743224	-0.016884523	0.110290413	0.760440932	1
Cyclic GMP	E1-PDH	-0.022328018	0.043346081	0.026990145	0.063837928	0.797788437	1
Cytidine	E1-PDH	-0.371248468	-0.048935382	0.046546105	0.162170196	0.556013337	1
Cytidine 5-diphosphocholine	E1-PDH	-0.099990101	0.026836637	-0.01805161	0.09583084	0.639490502	1
Cytidine 5-triphosphate	E1-PDH	-0.539666384	0.097759428	0.058984965	0.149630837	0.795531716	1
Cytidine monophosphate	E1-PDH	-0.035569116	0.258171817	0.177344042	0.165962939	0.626242006	1
D-3-Phosphoglyceric acid	E1-PDH	-0.22457259	0.031154074	-0.02162365	0.149982348	0.724918579	1
D-Fructose;D-Galactose;Myoinositol	E1-PDH	-1.276616535	0.053025225	-0.008828201	0.101669137	0.542935754	1
D-Galactaric acid	E1-PDH	-0.154102838	0.002216216	-0.019737542	0.066806212	0.742444048	1
D-Gluconic acid	E1-PDH	-0.141397957	-0.005192743	-0.025905813	0.051294755	0.686356237	1
D-Glucose;D-Mannose	E1-PDH	-0.540713809	-0.013075996	0.01020838	0.133929229	0.861978775	1
D-Glutamic acid	E1-PDH	-0.108415899	-0.048479374	-0.043578045	0.142950239	0.972648328	1
D-Ribose;D-Xylulose	E1-PDH	-0.662273458	0.005189396	-0.003018731	0.142186996	0.953965532	1
D-Saccharic acid	E1-PDH	-0.306222658	-0.113138654	-0.037188375	0.149616203	0.611710007	1
D-Sorbitol	E1-PDH	-0.489540337	0.01198868	0.003040683	0.112129868	0.936396087	1
Decanoic acid	E1-PDH	-0.047587367	-0.051151678	-0.038527233	0.161403467	0.937655688	1
Dehydroascorbic acid;cis-Aconitic acid	E1-PDH	-0.371040816	-0.114644668	-0.024908566	0.200080506	0.653792402	1
Deoxyadenosine monophosphate	E1-PDH	-0.092729743	-0.020616869	-0.013179005	0.120929558	0.950956428	1
Dephosphocoenzyme A	E1-PDH	0.867281207	-0.16179837	-0.075980554	0.528175722	0.870928139	1
Diadenosine triphosphate	E1-PDH	-0.364647817	0.106712246	-0.02674434	0.292945904	0.648701133	1
DL-2-Amino-3-phosphonopropionic acid	E1-PDH	-0.146970499	0.015890127	-0.016669413	0.050462392	0.518782116	1
"DL-3,4-Dihydroxymandelic acid"	E1-PDH	-0.182463223	-0.032983995	-0.013792487	0.056471032	0.733971788	1
"DL-3,4-Dihydroxyphenyl glycol"	E1-PDH	-0.23269435	-0.072277489	-0.022271167	0.084815325	0.555465124	1
DL-Mandelic acid	E1-PDH	0.23755604	0.158310666	0.012211165	0.246567009	0.553492611	1
Dodecanedioic acid	E1-PDH	-0.068301996	0.032850248	-0.031355852	0.126549707	0.611903128	1
Flavin adenine dinucleotide	E1-PDH	-0.108100316	-0.124682721	-0.055620126	0.181585046	0.703699017	1
Folinic acid	E1-PDH	-0.113169121	-0.088744954	-0.010280034	0.159250528	0.622214881	1
Glutaconic acid	E1-PDH	-0.291946439	-0.091087116	-0.015846126	0.145866193	0.60597874	1
Glycolic acid	E1-PDH	-0.093279495	0.023290492	-0.008640437	0.077953334	0.682087701	1
Glyoxylate	E1-PDH	-0.124676705	-0.003129144	0.009982411	0.096217194	0.891607522	1
Guanidineacetic acid	E1-PDH	-0.872162861	0.001462367	0.012261632	0.066980194	0.871911689	1
Guanosine	E1-PDH	-0.100849269	-0.016241281	0.021166125	0.059894004	0.5322598	1
Hippuric acid	E1-PDH	-1.469065232	0.060741682	0.021035335	0.086311423	0.645490499	1
Hydroxypyruvate	E1-PDH	-0.161629971	-0.028678569	-0.009610607	0.050258468	0.704392343	1
Inosine	E1-PDH	-0.182689912	0.097338465	0.04704823	0.124471343	0.686190202	1
Isovaleric acid	E1-PDH	-0.209445658	-0.034091796	-0.027956174	0.046568335	0.895177888	1
Isovaleryl coenzyme A	E1-PDH	-0.756406495	0.087017613	0.031215796	0.247727177	0.821780805	1
Ketoglutaric acid	E1-PDH	-0.556319529	-0.175246458	-0.039528308	0.23181153	0.558233316	1
L-a-Aspartyl-L-phenylalanine	E1-PDH	-0.252282398	0.105860065	0.095347306	0.106405746	0.921298031	1
L-Arginine	E1-PDH	-0.129351849	0.003665694	-0.020060556	0.044372458	0.592852695	1
L-Carnosine	E1-PDH	-0.49213886	-0.061823367	0.00283681	0.099888428	0.517422269	1
L-Cystine	E1-PDH	-0.636297353	-0.002371179	0.013749548	0.216370923	0.940608521	1
L-Dihydroorotic acid	E1-PDH	-0.328439572	-0.02271955	0.021384297	0.105111075	0.674782976	1
L-Fucose	E1-PDH	-0.6583995	0.049579792	0.005292073	0.159500209	0.781269082	1
L-Fucose 1-phosphate	E1-PDH	-0.167126041	0.035698564	-0.028006493	0.126918132	0.615711	1
L-Gulonic acid gamma-lactone	E1-PDH	-0.081720619	0.00948405	-0.023588882	0.143840873	0.818148325	1
L-Kynurenine	E1-PDH	-1.010983751	0.054246825	0.026035943	0.068577549	0.680799798	1
L-Lysine	E1-PDH	-0.146927988	-0.005367791	-0.026713476	0.050648428	0.673427878	1
L-Malic acid	E1-PDH	-0.333530741	-0.097250412	-0.055971745	0.161145781	0.797829382	1
L-Ornithine;D-Ornithine	E1-PDH	-0.332058409	0.107688365	0.01045521	0.143000703	0.496536889	1
L-Proline;D-Proline	E1-PDH	-1.523432165	-0.03426128	-0.014386971	0.044078882	0.652075679	1
L-Pyroglutamic acid;D-Pyroglutamic Acid	E1-PDH	-0.170662413	-0.012384432	-0.020764526	0.041820733	0.841182365	1
L-Serine;D-Serine	E1-PDH	-0.121443139	0.010378718	-0.015458231	0.06160472	0.674924662	1
L-Tryptophan	E1-PDH	-0.064794506	0.049079704	0.00714471	0.088543419	0.635778478	1
Malonyl coenzyme A	E1-PDH	-0.319328852	0.016592451	0.020123559	0.202421913	0.98608217	1
Metanephrine	E1-PDH	-0.854131259	-0.085628649	-0.032944147	0.236718932	0.823876866	1
N-Acetyl-Asp-Glu	E1-PDH	-0.300359992	-0.125515685	-0.047694527	0.148532494	0.600324755	1
N-Acetyl-D-galactosamine;N-Acetyl-D-glucosamine	E1-PDH	-0.521895966	-0.063401775	-0.026876587	0.104473519	0.726629957	1
N-Acetyl-L-aspartate	E1-PDH	-0.341006015	-0.1155416	-0.009080098	0.174680212	0.542216162	1
N-Acetyl-L-glutamic acid	E1-PDH	-0.229031	-0.095828354	-0.023511697	0.14347935	0.614246367	1
N-Acetylmuramic acid	E1-PDH	-0.159000278	0.035645034	-0.012488421	0.087717885	0.583190595	1
N-Acetylputrescine	E1-PDH	-1.007938645	-0.145749457	-0.009755202	0.208647184	0.514536322	1
N-Hexanoyl-glycine	E1-PDH	-0.138933508	-0.003833623	-0.017587574	0.046893148	0.769289747	1
N-methyl-4-pyridone-3-carboxamide	E1-PDH	-1.56094315	0.021160395	-0.013006443	0.086398826	0.692507208	1
N2-Acetyl-L-lysine;N6-Acetyl-lysine	E1-PDH	-0.174240355	-0.036506777	-0.02319685	0.033333357	0.689673992	1
NAD	E1-PDH	-0.12623653	0.032913374	0.010717965	0.15815023	0.888388333	1
NADP	E1-PDH	-0.177423459	0.06153395	0.020206855	0.135919148	0.76108488	1
Nicotinamide ribotide	E1-PDH	-0.434692776	0.092193734	0.083161216	0.139571242	0.948399982	1
